College Name,Private,Apps,Accept,Enroll,Top10perc,Outstate,PhD,S.F.Ratio,perc.alumni,Expend,Grad.Rate,AccpetRate,Score
University of Mobile,Yes,452,331,269,17,6150,59,16.6,4,5412,52,0.73,0
University of Montevallo,No,1351,892,570,18,4440,72,18.9,8,5883,51,0.66,0
University of Nebraska at Lincoln,No,6277,6003,3526,33,5595,86,15.1,48,6813,53,0.96,0
University of New England,Yes,1209,750,265,19,11450,72,11.4,13,9718,64,0.62,0
University of New Hampshire,No,9750,7640,2529,24,11180,89,17.5,16,7855,75,0.78,0
University of North Carolina at Asheville,No,1757,979,394,32,5972,77,13,11,7011,37,0.56,0
University of North Carolina at Chapel Hill,No,14596,5985,3331,75,8400,88,8.9,23,15893,83,0.41,0
University of North Carolina at Charlotte,No,5803,4441,1730,19,7248,79,16.8,7,6227,62,0.77,0
University of North Carolina at Greensboro,No,5191,4134,1500,15,8677,75,15.5,17,7392,53,0.8,0
University of North Carolina at Wilmington,No,6071,3856,1449,15,7558,82,19.1,15,6005,55,0.64,0
University of North Dakota,No,2777,2249,1652,20,5634,97,15.9,16,9424,49,0.81,0
University of North Florida,No,1800,1253,560,44,6634,82,17.8,14,6104,47,0.7,0
University of North Texas,No,4418,2737,2049,23,4104,86,22.6,6,5657,35,0.62,0
University of Northern Colorado,No,5530,4007,1697,12,7731,75,21.5,8,6309,40,0.72,0
University of Northern Iowa,No,4144,3379,1853,18,6197,78,16.3,26,6333,77,0.82,0
University of Notre Dame,Yes,7700,3700,1906,79,16850,96,13.1,46,13936,97,0.48,0
University of Oklahoma,No,4743,3970,2233,32,5173,86,11.5,11,10244,44,0.84,0
University of Oregon,No,8631,6732,2546,25,10602,79,19.7,13,8020,54,0.78,0
University of Pennsylvania,Yes,12394,5232,2464,85,17020,95,6.3,38,25765,93,0.42,0
University of Pittsburgh-Main Campus,No,8586,6383,2503,25,10786,93,7.8,10,13789,66,0.74,0
University of Portland,Yes,1758,1485,419,27,12040,92,13.2,17,9060,72,0.84,0
University of Puget Sound,Yes,4044,2826,688,51,16230,79,15,17,11217,63,0.7,0
University of Rhode Island,No,9643,7751,1968,12,10330,84,16.6,7,9158,63,0.8,0
University of Richmond,Yes,5892,2718,756,46,14500,75,11.7,32,11984,100,0.46,0
University of Rochester,Yes,8766,5498,1243,56,17840,93,5.9,23,26037,80,0.63,0
University of San Diego,Yes,3934,2735,886,40,13600,93,15.6,13,10813,66,0.7,0
University of San Francisco,Yes,2306,1721,538,23,13226,86,13.6,8,10074,62,0.75,0
University of Sci. and Arts of Oklahoma,No,285,280,208,21,3687,67,23.6,3,3864,43,0.98,0
University of Scranton,Yes,4471,2942,910,29,11584,83,14.1,41,9131,92,0.66,0
University of South Carolina at Aiken,No,848,560,377,14,5800,62,14.8,3,5035,48,0.66,0
University of South Carolina at Columbia,No,7693,5815,2328,30,8074,84,16.9,18,8246,63,0.76,0
University of South Florida,No,7589,4676,1876,29,6760,84,17,7,11020,47,0.62,0
University of Southern California,Yes,12229,8498,2477,45,17230,90,11.4,10,17007,68,0.69,0
University of Southern Colorado,No,1401,1239,605,10,7100,63,19.4,0,5389,36,0.88,0
University of Southern Indiana,No,2379,2133,1292,8,4973,56,22,21,4078,38,0.9,0
University of Southern Mississippi,No,2850,2044,1046,20,4652,78,18.7,23,5917,45,0.72,0
University of St. Thomas MN,Yes,2057,1807,828,26,11712,80,13.8,13,8546,89,0.88,0
University of St. Thomas TX,Yes,374,280,185,45,8550,75,12.6,17,7237,62,0.75,0
University of Tennessee at Knoxville,No,7473,5372,3013,27,5764,86,16.5,22,8612,53,0.72,0
University of Texas at Arlington,No,3281,2559,1448,19,4422,73,21,4,4696,29,0.78,0
University of Texas at Austin,No,14752,9572,5329,48,5130,91,19.7,11,7837,65,0.65,0
University of Texas at San Antonio,No,4217,3100,1686,17,4104,94,25.3,3,4329,50,0.74,0
University of the Arts,Yes,974,704,290,5,12520,16,7.5,9,11641,57,0.72,0
University of the Pacific,Yes,2459,1997,582,36,16320,87,11.2,14,13706,65,0.81,0
University of the South,Yes,1445,966,326,46,15350,89,10.3,52,18784,82,0.67,0
University of Tulsa,Yes,1712,1557,696,41,11750,94,11.5,10,11743,47,0.91,0
University of Utah,No,5095,4491,2400,27,6857,89,12.8,9,9275,37,0.88,0
University of Vermont,No,7663,6008,1735,18,15516,87,9.9,10,12646,79,0.78,0
University of Virginia,No,15849,5384,2678,74,12212,90,9.5,22,13597,95,0.34,0
University of Washington,No,12749,7025,3343,40,8199,96,9,10,16527,65,0.55,0
University of West Florida,No,1558,1254,472,20,6172,83,23.4,12,8488,53,0.8,0
University of Wisconsin-Stout,No,2593,1966,1030,9,6704,78,21,17,6254,65,0.76,0
University of Wisconsin-Superior,No,910,910,342,14,7032,75,15.2,15,6490,36,1,0
University of Wisconsin-Whitewater,No,4400,3719,1472,12,6950,90,23.1,16,5559,67,0.85,0
University of Wisconsin at Green Bay,No,2409,1939,759,17,6900,81,22.2,1,5968,46,0.8,0
University of Wisconsin at Madison,No,14901,10932,4631,36,9096,93,11.5,20,11006,72,0.73,0
University of Wisconsin at Milwaukee,No,5244,3782,1930,12,8786,79,15.9,8,8094,38,0.72,0
University of Wyoming,No,2029,1516,1073,23,5988,91,15.1,13,8745,45,0.75,0
Upper Iowa University,Yes,663,452,192,10,8840,69,17.4,19,3733,78,0.68,0
Ursinus College,Yes,1399,1026,308,44,14900,82,11.6,40,12082,79,0.73,0
Ursuline College,Yes,325,260,86,21,9600,39,10.5,15,7164,68,0.8,0
Valley City State University,No,368,344,212,5,4286,39,14.9,25,4958,40,0.93,0
Valparaiso University,Yes,2075,1727,520,49,11800,87,14.2,23,9681,95,0.83,0
Vanderbilt University,Yes,7791,4690,1499,71,17865,93,5.8,26,23850,83,0.6,0
Vassar College,Yes,3550,1877,653,53,18920,90,9.7,39,17089,90,0.53,0
Villanova University,Yes,7759,5588,1477,30,15925,89,13.4,24,10458,96,0.72,0
Virginia Commonwealth University,No,4963,3497,1567,18,10217,81,8.7,11,11183,45,0.7,0
Virginia State University,No,2996,2440,704,2,5587,61,16,11,5733,31,0.81,0
Virginia Tech,No,15712,11719,4277,29,10260,85,13.8,20,8944,73,0.75,0
Virginia Union University,Yes,1847,1610,453,19,7384,51,13.7,8,6757,30,0.87,0
Virginia Wesleyan College,Yes,1470,900,287,20,10900,70,15.7,14,7804,68,0.61,0
Viterbo College,Yes,647,518,271,17,9140,51,10.7,31,8050,73,0.8,0
Voorhees College,Yes,1465,1006,188,10,4450,43,22.9,3,5861,58,0.69,0
Wabash College,Yes,800,623,256,41,12925,78,9.9,55,14904,72,0.78,0
Wagner College,Yes,1416,1015,417,10,13500,67,13.2,23,9006,75,0.72,0
Wake Forest University,Yes,5661,2392,903,75,13850,95,4.3,37,41766,89,0.42,0
Walsh University,Yes,1092,890,477,27,8670,42,11.3,33,5738,68,0.82,0
Warren Wilson College,Yes,440,311,112,25,10000,65,11.4,20,9430,63,0.71,0
Wartburg College,Yes,1231,1074,345,34,11600,66,12.4,37,7735,67,0.87,0
Washington and Jefferson College,Yes,1305,1100,334,42,16260,91,12.1,40,10162,86,0.84,0
Washington and Lee University,Yes,3315,1096,425,68,13750,81,9.6,45,15736,90,0.33,0
Washington College,Yes,1209,942,214,31,15276,79,11.2,37,10830,65,0.78,0
Washington State University,No,6540,5839,2440,31,8200,84,16.9,30,10912,56,0.89,0
Washington University,Yes,7654,5259,1254,62,18350,91,3.9,31,45702,90,0.69,0
Wayne State College,No,1373,1373,724,6,2700,60,20.3,29,4550,52,1,0
Waynesburg College,Yes,1190,978,324,12,8840,57,16.2,26,6563,63,0.82,0
Webber College,Yes,280,143,79,5,5590,53,15.1,4,4839,90,0.51,0
Webster University,Yes,665,462,226,17,9160,68,20.6,14,6951,48,0.69,0
Wellesley College,Yes,2895,1249,579,80,18345,94,10.6,51,21409,91,0.43,0
Wells College,Yes,318,240,130,40,14900,93,8.3,42,13935,69,0.75,0
Wentworth Institute of Technology,Yes,1480,1257,452,6,9850,10,15.4,8,17858,64,0.85,0
Wesley College,Yes,980,807,350,10,9890,52,14.4,15,6243,84,0.82,0
Wesleyan University,Yes,4772,1973,712,60,19130,90,12.1,39,16262,92,0.41,0
West Chester University of Penn.,No,6502,3539,1372,11,7844,76,15.3,16,6773,52,0.54,0
West Liberty State College,No,1164,1062,478,12,4470,33,16.3,10,4249,60,0.91,0
West Virginia Wesleyan College,Yes,1566,1400,483,28,14200,58,16.4,42,8080,67,0.89,0
Western Carolina University,No,3224,2519,1057,11,6390,67,14.6,9,6554,55,0.78,0
Western Maryland College,Yes,1205,984,278,31,14510,84,12.5,39,10026,60,0.82,0
Western Michigan University,No,9167,7191,2738,24,6940,80,24.7,11,5983,55,0.78,0
Western New England College,Yes,1650,1471,409,7,8994,74,15.4,15,8409,59,0.89,0
Western State College of Colorado,No,2702,1623,604,7,5918,76,19.4,4,4599,52,0.6,0
Western Washington University,No,5548,3563,1549,30,8124,83,22.7,10,7203,61,0.64,0
Westfield State College,No,3100,2150,825,3,5542,75,15.7,20,4222,65,0.69,0
Westminster College MO,Yes,662,553,184,20,10720,66,12.5,20,7925,62,0.84,0
Westminster College,Yes,996,866,377,29,12065,62,12.5,41,8596,80,0.87,0
Westminster College of Salt Lake City,Yes,917,720,213,21,8820,68,10.5,34,7170,50,0.79,0
Westmont College,No,950,713,351,42,14320,77,14.9,17,8837,87,0.75,0
Wheaton College IL,Yes,1432,920,548,56,11480,81,12.7,40,11916,85,0.64,0
Westminster College PA,Yes,1738,1373,417,21,18460,92,13.2,41,22704,71,0.79,0
Wheeling Jesuit College,Yes,903,755,213,15,10500,66,14.1,27,7494,72,0.84,0
Whitman College,Yes,1861,998,359,45,16670,80,10.5,51,13198,72,0.54,0
Whittier College,Yes,1681,1069,344,35,16249,84,13.6,29,11778,52,0.64,0
Whitworth College,Yes,1121,926,372,43,12660,80,16.9,20,8328,80,0.83,0
Widener University,Yes,2139,1492,502,24,12350,88,12.6,19,9603,63,0.7,0
Wilkes University,Yes,1631,1431,434,15,11150,78,13.3,24,8543,67,0.88,0
Willamette University,Yes,1658,1327,395,49,14800,91,13.3,37,10779,68,0.8,0
William Jewell College,Yes,663,547,315,32,10060,74,11.2,19,7885,59,0.83,0
William Woods University,Yes,469,435,227,17,10535,39,12.9,16,7438,52,0.93,0
Williams College,Yes,4186,1245,526,81,19629,94,9,64,22014,99,0.3,0
Wilson College,Yes,167,130,46,16,11428,67,8.3,43,10291,67,0.78,0
Wingate College,Yes,1239,1017,383,10,7820,69,13.9,8,7264,91,0.82,0
Winona State University,No,3325,2047,1301,20,4200,53,20.2,18,5318,58,0.62,0
Winthrop University,No,2320,1805,769,24,6400,71,12.8,26,6729,59,0.78,0
Wisconsin Lutheran College,Yes,152,128,75,17,9100,48,8.5,26,8960,50,0.84,0
Wittenberg University,Yes,1979,1739,575,42,15948,82,12.8,29,10414,78,0.88,0
Wofford College,Yes,1501,935,273,51,12680,91,15.3,42,7875,75,0.62,0
Worcester Polytechnic Institute,Yes,2768,2314,682,49,15884,92,15.2,34,10774,82,0.84,0
Worcester State College,No,2197,1515,543,4,6797,60,21,14,4469,40,0.69,0
Xavier University,Yes,1959,1805,695,24,11520,73,13.3,31,9189,83,0.92,0
Xavier University of Louisiana,Yes,2097,1915,695,34,6900,67,14.4,20,8323,49,0.91,0
Yale University,Yes,10705,2453,1317,95,19840,96,5.8,49,40386,99,0.23,0
York College of Pennsylvania,Yes,2989,1855,691,28,4990,75,18.1,28,4509,99,0.62,0
