College Name,Private,Apps,Accept,Enroll,Top10perc,Outstate,PhD,S.F.Ratio,perc.alumni,Expend,Grad.Rate,AccpetRate,Score
Simpson College,Yes,1016,872,300,27.0,11250,66.0,15.8,36.0,7411.0,70,0.86,5.0
Sioux Falls College,Yes,437,400,211,13.0,8990,73.0,14.8,7.0,7881.0,48,0.92,5.0
Skidmore College,Yes,4293,2728,591,25.0,18710,87.0,12.7,29.0,14837.0,81,0.64,10.0
Smith College,Yes,2925,1598,632,51.0,18820,85.0,10.3,44.0,21199.0,90,0.55,14.0
South Dakota State University,No,2807,2589,1701,13.0,3811,62.0,15.0,29.0,5084.0,67,0.92,3.0
Southeast Missouri State University,No,2281,1870,1408,18.0,4680,75.0,17.1,8.0,5916.0,45,0.82,3.0
Southeastern Oklahoma State Univ.,No,818,700,447,20.0,3738,55.0,19.6,9.0,4444.0,53,0.86,2.0
Southern California College,Yes,385,340,193,18.0,9520,63.0,18.6,11.0,8219.0,43,0.88,5.0
Southern Illinois University at Edwardsville,No,2540,2195,994,13.0,5472,76.0,16.5,8.0,7498.0,43,0.86,2.0
Southern Methodist University,Yes,4301,3455,1166,41.0,12772,74.0,13.5,17.0,12726.0,72,0.8,8.0
Southwest Baptist University,Yes,1093,1093,642,12.0,7070,52.0,15.9,13.0,4718.0,71,1.0,1.0
Southwest Missouri State University,No,6118,5254,3204,15.0,4740,70.0,19.9,11.0,4632.0,56,0.86,0.0
Southwest State University,No,1047,938,511,13.0,4285,58.0,16.5,31.0,6591.0,51,0.9,4.0
Southwestern Adventist College,Yes,321,318,172,11.0,7536,44.0,13.0,12.0,5309.0,36,0.99,3.0
Southwestern College,Yes,213,155,75,28.0,7200,56.0,11.8,12.0,7818.0,52,0.73,7.0
Southwestern University,Yes,1244,912,352,44.0,11850,83.0,11.3,35.0,12995.0,67,0.73,10.0
Spalding University,Yes,283,201,97,10.0,8400,50.0,10.6,40.0,6860.0,89,0.71,6.0
Spelman College,Yes,3713,1237,443,47.0,7000,73.0,12.5,18.0,9988.0,65,0.33,11.0
Spring Arbor College,Yes,372,362,181,15.0,8600,48.0,15.4,9.0,10938.0,49,0.97,3.0
St. Bonaventure University,Yes,1489,1313,375,13.0,10456,91.0,17.7,32.0,9828.0,78,0.88,6.0
St. John's College,Yes,323,278,122,31.0,16150,63.0,7.2,26.0,15622.0,64,0.86,9.0
St. John Fisher College,Yes,1368,1064,354,19.0,10570,86.0,14.5,29.0,7908.0,66,0.78,8.0
St. Lawrence University,Yes,2753,1820,505,31.0,18720,90.0,11.5,38.0,14980.0,85,0.66,10.0
St. Martin's College,Yes,191,165,63,5.0,11550,43.0,14.5,8.0,9209.0,40,0.86,3.0
St. Mary's College of California,Yes,2643,1611,465,36.0,13332,88.0,16.1,17.0,9619.0,78,0.61,8.0
St. Mary's College of Maryland,No,1340,695,285,42.0,6800,84.0,11.6,23.0,10357.0,63,0.52,12.0
St. Mary's University of San Antonio,Yes,1243,1020,414,33.0,8678,82.0,16.2,7.0,7651.0,72,0.82,5.0
St. Norbert College,Yes,1334,1243,568,30.0,12140,74.0,15.1,36.0,8595.0,88,0.93,6.0
St. Paul's College,Yes,651,581,243,8.0,5000,45.0,14.0,8.0,8426.0,45,0.89,3.0
St. Thomas Aquinas College,Yes,861,609,215,10.0,8650,69.0,16.1,13.0,6534.0,67,0.71,5.0
Stephens College,Yes,450,405,194,17.0,13900,46.0,10.9,17.0,9995.0,59,0.9,5.0
Stetson University,Yes,1557,1227,489,37.0,12315,85.0,12.5,24.0,10307.0,73,0.79,10.0
Stevens Institute of Technology,Yes,1768,1249,380,51.0,16900,89.0,19.0,33.0,12837.0,79,0.71,10.0
Stockton College of New Jersey,No,4019,1579,710,23.0,3040,78.0,19.5,7.0,5599.0,64,0.39,5.0
Stonehill College,Yes,3646,2300,585,25.0,12170,79.0,13.0,30.0,7495.0,97,0.63,9.0
SUNY at Albany,No,13528,9198,1843,16.0,6550,93.0,17.4,16.0,9075.0,74,0.68,7.0
SUNY at Binghamton,No,14463,6166,1757,60.0,6550,83.0,18.0,15.0,8055.0,80,0.43,9.0
SUNY at Buffalo,No,15039,9649,3087,36.0,6550,90.0,13.6,15.0,11177.0,56,0.64,8.0
SUNY at Stony Brook,No,12512,6969,1724,27.0,6550,91.0,10.5,7.0,13705.0,57,0.56,8.0
SUNY College  at Brockport,No,7294,3564,904,7.0,6550,79.0,19.0,14.0,6632.0,49,0.49,6.0
SUNY College  at Oswego,No,8000,4556,1464,17.0,6550,69.0,22.0,21.0,5280.0,63,0.57,4.0
SUNY College at Buffalo,No,5318,3515,1025,8.0,6550,71.0,18.7,12.0,7511.0,42,0.66,5.0
SUNY College at Cortland,No,7888,3519,1036,6.0,6550,82.0,17.8,17.0,5563.0,53,0.45,5.0
SUNY College at Fredonia,No,4877,2798,814,13.0,6550,82.0,16.3,10.0,6442.0,66,0.57,4.0
SUNY College at Geneseo,No,8598,4562,1143,56.0,6550,79.0,19.1,25.0,5716.0,76,0.53,9.0
SUNY College at New Paltz,No,8399,3609,656,19.0,6550,85.0,15.3,8.0,6608.0,53,0.43,6.0
SUNY College at Plattsburgh,No,5549,3583,853,9.0,6550,80.0,17.9,16.0,6174.0,65,0.65,5.0
SUNY College at Potsdam,No,3150,2289,650,16.0,6840,71.0,15.1,17.0,6436.0,59,0.73,5.0
SUNY College at Purchase,No,2119,1264,390,5.0,6550,80.0,14.9,8.0,8170.0,46,0.6,6.0
Susquehanna University,Yes,2096,1512,465,27.0,16130,83.0,13.9,37.0,10554.0,90,0.72,9.0
Sweet Briar College,Yes,462,402,146,36.0,14500,91.0,6.5,48.0,18953.0,61,0.87,13.0
Syracuse University,Yes,10477,7260,2442,28.0,15150,73.0,11.3,13.0,14231.0,67,0.69,7.0
Tabor College,Yes,257,183,109,19.0,7850,55.0,10.0,15.0,7233.0,53,0.71,8.0
Talladega College,Yes,4414,1500,335,30.0,5666,56.0,15.5,7.0,5970.0,46,0.34,5.0
Taylor University,Yes,1769,1092,437,41.0,10965,60.0,14.2,32.0,8294.0,98,0.62,9.0
Tennessee Wesleyan College,Yes,232,182,99,7.0,7070,59.0,8.9,16.0,6286.0,36,0.78,7.0
Texas A&M Univ. at College Station,No,14474,10519,6392,49.0,5130,89.0,23.1,29.0,8471.0,69,0.73,6.0
Texas A&M University at Galveston,No,529,481,243,22.0,4860,103.0,17.4,16.0,6415.0,43,0.91,7.0
Texas Christian University,Yes,4095,3079,1195,33.0,8490,81.0,14.8,23.0,9158.0,64,0.75,7.0
Texas Lutheran College,Yes,497,423,215,27.0,7850,54.0,13.8,24.0,7002.0,50,0.85,7.0
Texas Southern University,No,4345,3245,2604,15.0,7860,65.0,18.2,21.0,3605.0,10,0.75,2.0
Texas Wesleyan University,Yes,592,501,279,19.0,6400,80.0,14.5,10.0,7936.0,43,0.85,5.0
The Citadel,No,1500,1242,611,12.0,7070,95.0,17.1,17.0,7744.0,84,0.83,5.0
Thiel College,Yes,1154,951,253,15.0,11172,68.0,11.6,16.0,9186.0,60,0.82,5.0
Tiffin University,Yes,845,734,254,5.0,7600,59.0,19.0,40.0,5096.0,39,0.87,3.0
Transylvania University,Yes,759,729,244,57.0,10900,81.0,12.1,41.0,10219.0,70,0.96,12.0
Trenton State College,No,5042,2312,944,55.0,5391,81.0,14.4,6.0,8504.0,81,0.46,9.0
Tri-State University,Yes,1262,1102,276,14.0,9456,53.0,12.8,24.0,7603.0,65,0.87,5.0
Trinity College CT,Yes,3058,1798,478,46.0,18810,91.0,10.4,48.0,18034.0,91,0.59,14.0
Trinity College DC,Yes,247,189,100,19.0,11412,89.0,8.3,37.0,11806.0,96,0.77,11.0
Trinity College VT,Yes,222,185,91,16.0,11010,58.0,10.4,26.0,9586.0,78,0.83,8.0
Trinity University,Yes,2425,1818,601,62.0,12240,94.0,9.6,20.0,14703.0,93,0.75,11.0
Tulane University,Yes,7033,5125,1223,47.0,19040,98.0,9.1,21.0,16920.0,74,0.73,12.0
Tusculum College,Yes,626,372,145,12.0,7700,70.0,21.9,28.0,4933.0,52,0.59,5.0
Tuskegee University,Yes,2267,1827,611,20.0,6735,70.0,12.2,7.0,10872.0,65,0.81,5.0
Union College KY,Yes,484,384,177,9.0,7800,60.0,14.1,9.0,6864.0,64,0.79,5.0
Union College NY,Yes,3495,1712,528,49.0,18732,94.0,11.5,49.0,15411.0,88,0.49,15.0
Univ. of Wisconsin at OshKosh,No,4800,2900,1515,14.0,6874,73.0,19.2,14.0,5901.0,56,0.6,4.0
University of Alabama at Birmingham,No,1797,1260,938,24.0,4440,96.0,6.7,16.0,16352.0,33,0.7,10.0
University of Arkansas at Fayetteville,No,3235,3108,2133,25.0,5028,73.0,14.8,10.0,6820.0,39,0.96,3.0
University of California at Berkeley,No,19873,8252,3215,95.0,11648,93.0,15.8,10.0,13919.0,78,0.42,9.0
University of California at Irvine,No,15698,10775,2478,85.0,12024,96.0,16.1,11.0,15934.0,66,0.69,9.0
University of Central Florida,No,6986,2959,1918,25.0,6618,80.0,22.2,9.0,6742.0,46,0.42,5.0
University of Charleston,Yes,682,535,204,22.0,9500,26.0,2.5,10.0,7683.0,57,0.78,6.0
University of Chicago,Yes,6348,2999,922,68.0,18930,99.0,5.3,36.0,36854.0,90,0.47,15.0
University of Cincinnati,No,6855,5553,2408,26.0,8907,89.0,10.8,6.0,13889.0,54,0.81,5.0
University of Connecticut at Storrs,No,9735,7187,2064,23.0,11656,89.0,16.0,16.0,10178.0,71,0.74,5.0
University of Dallas,Yes,681,588,246,44.0,10760,85.0,13.4,26.0,8731.0,63,0.86,9.0
University of Dayton,Yes,6361,5293,1507,26.0,11380,81.0,14.8,25.0,8894.0,93,0.83,7.0
University of Delaware,Yes,14446,10516,3252,22.0,10220,82.0,18.3,15.0,10650.0,75,0.73,5.0
University of Denver,Yes,2974,2001,580,29.0,15192,84.0,15.9,21.0,11762.0,67,0.67,9.0
University of Detroit Mercy,Yes,927,731,415,24.0,11130,72.0,13.5,14.0,10891.0,51,0.79,8.0
University of Dubuque,Yes,576,558,137,11.0,10430,85.0,16.5,18.0,8767.0,45,0.97,5.0
University of Evansville,Yes,2096,1626,694,35.0,11800,60.0,15.8,26.0,7780.0,77,0.78,5.0
University of Florida,No,12445,8836,3623,54.0,7090,88.0,13.4,20.0,14737.0,66,0.71,8.0
University of Georgia,No,11220,7871,3320,43.0,5697,88.0,14.7,22.0,7881.0,63,0.7,8.0
University of Hartford,Yes,5081,4040,1194,11.0,14220,61.0,10.7,9.0,10625.0,66,0.8,4.0
University of Hawaii at Manoa,No,3580,2603,1627,36.0,4460,85.0,11.8,6.0,12833.0,54,0.73,7.0
University of Illinois - Urbana,No,14939,11652,5705,52.0,7560,87.0,17.4,13.0,8559.0,81,0.78,6.0
University of Illinois at Chicago,No,8384,5727,2710,22.0,7230,82.0,10.0,6.0,13883.0,34,0.68,7.0
University of Indianapolis,Yes,1487,1276,388,26.0,11120,55.0,11.1,23.0,6735.0,69,0.86,6.0
University of Kansas,No,8579,5561,3681,25.0,6994,88.0,13.7,17.0,9657.0,57,0.65,6.0
University of La Verne,Yes,1597,969,226,16.0,13540,66.0,14.1,23.0,10139.0,47,0.61,10.0
University of Louisville,No,4777,3057,1823,16.0,6540,84.0,11.1,24.0,10207.0,31,0.64,9.0
University of Maine at Farmington,No,1208,803,438,20.0,6810,67.0,15.9,26.0,5712.0,59,0.66,6.0
University of Maine at Machias,No,441,369,172,17.0,6600,46.0,15.1,4.0,5935.0,64,0.84,2.0
University of Maine at Presque Isle,No,461,381,235,10.0,6600,67.0,15.2,11.0,6408.0,35,0.83,5.0
University of Maryland at Baltimore County,No,4269,2594,985,27.0,8594,82.0,18.4,6.0,7618.0,55,0.61,5.0
University of Maryland at College Park,No,14292,10315,3409,22.0,8723,89.0,18.1,12.0,9021.0,63,0.72,4.0
University of Massachusetts at Amherst,No,14438,12414,3816,12.0,8566,88.0,16.7,15.0,10276.0,68,0.86,3.0
University of Massachusetts at Dartmouth,No,3347,2597,1006,10.0,6919,74.0,15.0,20.0,7462.0,56,0.78,5.0
University of Miami,Yes,7122,5386,1643,42.0,16500,82.0,5.9,17.0,17500.0,59,0.76,9.0
University of Michigan at Ann Arbor,No,19152,12940,4893,66.0,15732,90.0,11.5,26.0,14847.0,87,0.68,10.0
University of Minnesota at Duluth,No,4192,3126,1656,15.0,8828,79.0,19.0,11.0,6393.0,53,0.75,4.0
University of Minnesota at Morris,No,1458,874,588,56.0,9843,74.0,14.6,16.0,6716.0,51,0.6,10.0
University of Minnesota Twin Cities,No,11054,6397,3524,26.0,8949,88.0,12.2,37.0,16122.0,45,0.58,8.0
University of Mississippi,No,3844,3383,1669,26.0,4916,81.0,20.3,14.0,6971.0,53,0.88,3.0
University of Missouri at Columbia,No,6574,4637,2940,32.0,9057,87.0,12.7,15.0,10145.0,58,0.71,6.0
University of Missouri at Rolla,No,1877,1826,823,49.0,9057,88.0,14.4,23.0,9699.0,49,0.97,8.0
University of Missouri at Saint Louis,No,1618,1141,479,18.0,7246,71.0,13.4,15.0,6433.0,48,0.71,7.0
University of Mobile,Yes,452,331,269,17.0,6150,59.0,16.6,4.0,5412.0,52,0.73,3.0
University of Montevallo,No,1351,892,570,18.0,4440,72.0,18.9,8.0,5883.0,51,0.66,5.0
University of Nebraska at Lincoln,No,6277,6003,3526,33.0,5595,86.0,15.1,48.0,6813.0,53,0.96,5.0
University of New England,Yes,1209,750,265,19.0,11450,72.0,11.4,13.0,9718.0,64,0.62,8.0
University of New Hampshire,No,9750,7640,2529,24.0,11180,89.0,17.5,16.0,7855.0,75,0.78,4.0
University of North Carolina at Asheville,No,1757,979,394,32.0,5972,77.0,13.0,11.0,7011.0,37,0.56,8.0
University of North Carolina at Chapel Hill,No,14596,5985,3331,75.0,8400,88.0,8.9,23.0,15893.0,83,0.41,12.0
University of North Carolina at Charlotte,No,5803,4441,1730,19.0,7248,79.0,16.8,7.0,6227.0,62,0.77,4.0
University of North Carolina at Greensboro,No,5191,4134,1500,15.0,8677,75.0,15.5,17.0,7392.0,53,0.8,4.0
University of North Carolina at Wilmington,No,6071,3856,1449,15.0,7558,82.0,19.1,15.0,6005.0,55,0.64,5.0
University of North Dakota,No,2777,2249,1652,20.0,5634,97.0,15.9,16.0,9424.0,49,0.81,6.0
University of North Florida,No,1800,1253,560,44.0,6634,82.0,17.8,14.0,6104.0,47,0.7,8.0
University of North Texas,No,4418,2737,2049,23.0,4104,86.0,22.6,6.0,5657.0,35,0.62,2.0
University of Northern Colorado,No,5530,4007,1697,12.0,7731,75.0,21.5,8.0,6309.0,40,0.72,2.0
University of Northern Iowa,No,4144,3379,1853,18.0,6197,78.0,16.3,26.0,6333.0,77,0.82,6.0
University of Notre Dame,Yes,7700,3700,1906,79.0,16850,96.0,13.1,46.0,13936.0,97,0.48,14.0
University of Oklahoma,No,4743,3970,2233,32.0,5173,86.0,11.5,11.0,10244.0,44,0.84,5.0
University of Oregon,No,8631,6732,2546,25.0,10602,79.0,19.7,13.0,8020.0,54,0.78,4.0
University of Pennsylvania,Yes,12394,5232,2464,85.0,17020,95.0,6.3,38.0,25765.0,93,0.42,14.0
University of Pittsburgh-Main Campus,No,8586,6383,2503,25.0,10786,93.0,7.8,10.0,13789.0,66,0.74,7.0
University of Portland,Yes,1758,1485,419,27.0,12040,92.0,13.2,17.0,9060.0,72,0.84,7.0
University of Puget Sound,Yes,4044,2826,688,51.0,16230,79.0,15.0,17.0,11217.0,63,0.7,10.0
University of Rhode Island,No,9643,7751,1968,12.0,10330,84.0,16.6,7.0,9158.0,63,0.8,3.0
University of Richmond,Yes,5892,2718,756,46.0,14500,75.0,11.7,32.0,11984.0,100,0.46,12.0
University of Rochester,Yes,8766,5498,1243,56.0,17840,93.0,5.9,23.0,26037.0,80,0.63,14.0
University of San Diego,Yes,3934,2735,886,40.0,13600,93.0,15.6,13.0,10813.0,66,0.7,9.0
University of San Francisco,Yes,2306,1721,538,23.0,13226,86.0,13.6,8.0,10074.0,62,0.75,7.0
University of Sci. and Arts of Oklahoma,No,285,280,208,21.0,3687,67.0,23.6,3.0,3864.0,43,0.98,2.0
University of Scranton,Yes,4471,2942,910,29.0,11584,83.0,14.1,41.0,9131.0,92,0.66,9.0
University of South Carolina at Aiken,No,848,560,377,14.0,5800,62.0,14.8,3.0,5035.0,48,0.66,4.0
University of South Carolina at Columbia,No,7693,5815,2328,30.0,8074,84.0,16.9,18.0,8246.0,63,0.76,4.0
University of South Florida,No,7589,4676,1876,29.0,6760,84.0,17.0,7.0,11020.0,47,0.62,6.0
University of Southern California,Yes,12229,8498,2477,45.0,17230,90.0,11.4,10.0,17007.0,68,0.69,7.0
University of Southern Colorado,No,1401,1239,605,10.0,7100,63.0,19.4,0.0,5389.0,36,0.88,0.0
University of Southern Indiana,No,2379,2133,1292,8.0,4973,56.0,22.0,21.0,4078.0,38,0.9,1.0
University of Southern Mississippi,No,2850,2044,1046,20.0,4652,78.0,18.7,23.0,5917.0,45,0.72,5.0
University of St. Thomas MN,Yes,2057,1807,828,26.0,11712,80.0,13.8,13.0,8546.0,89,0.88,5.0
University of St. Thomas TX,Yes,374,280,185,45.0,8550,75.0,12.6,17.0,7237.0,62,0.75,9.0
University of Tennessee at Knoxville,No,7473,5372,3013,27.0,5764,86.0,16.5,22.0,8612.0,53,0.72,5.0
University of Texas at Arlington,No,3281,2559,1448,19.0,4422,73.0,21.0,4.0,4696.0,29,0.78,2.0
University of Texas at Austin,No,14752,9572,5329,48.0,5130,91.0,19.7,11.0,7837.0,65,0.65,8.0
University of Texas at San Antonio,No,4217,3100,1686,17.0,4104,94.0,25.3,3.0,4329.0,50,0.74,3.0
University of the Arts,Yes,974,704,290,5.0,12520,16.0,7.5,9.0,11641.0,57,0.72,5.0
University of the Pacific,Yes,2459,1997,582,36.0,16320,87.0,11.2,14.0,13706.0,65,0.81,9.0
University of the South,Yes,1445,966,326,46.0,15350,89.0,10.3,52.0,18784.0,82,0.67,13.0
University of Tulsa,Yes,1712,1557,696,41.0,11750,94.0,11.5,10.0,11743.0,47,0.91,7.0
University of Utah,No,5095,4491,2400,27.0,6857,89.0,12.8,9.0,9275.0,37,0.88,3.0
University of Vermont,No,7663,6008,1735,18.0,15516,87.0,9.9,10.0,12646.0,79,0.78,7.0
University of Virginia,No,15849,5384,2678,74.0,12212,90.0,9.5,22.0,13597.0,95,0.34,12.0
University of Washington,No,12749,7025,3343,40.0,8199,96.0,9.0,10.0,16527.0,65,0.55,10.0
University of West Florida,No,1558,1254,472,20.0,6172,83.0,23.4,12.0,8488.0,53,0.8,5.0
University of Wisconsin-Stout,No,2593,1966,1030,9.0,6704,78.0,21.0,17.0,6254.0,65,0.76,3.0
University of Wisconsin-Superior,No,910,910,342,14.0,7032,75.0,15.2,15.0,6490.0,36,1.0,4.0
University of Wisconsin-Whitewater,No,4400,3719,1472,12.0,6950,90.0,23.1,16.0,5559.0,67,0.85,1.0
University of Wisconsin at Green Bay,No,2409,1939,759,17.0,6900,81.0,22.2,1.0,5968.0,46,0.8,2.0
University of Wisconsin at Madison,No,14901,10932,4631,36.0,9096,93.0,11.5,20.0,11006.0,72,0.73,8.0
University of Wisconsin at Milwaukee,No,5244,3782,1930,12.0,8786,79.0,15.9,8.0,8094.0,38,0.72,3.0
University of Wyoming,No,2029,1516,1073,23.0,5988,91.0,15.1,13.0,8745.0,45,0.75,6.0
Upper Iowa University,Yes,663,452,192,10.0,8840,69.0,17.4,19.0,3733.0,78,0.68,5.0
Ursinus College,Yes,1399,1026,308,44.0,14900,82.0,11.6,40.0,12082.0,79,0.73,10.0
Ursuline College,Yes,325,260,86,21.0,9600,39.0,10.5,15.0,7164.0,68,0.8,6.0
Valley City State University,No,368,344,212,5.0,4286,39.0,14.9,25.0,4958.0,40,0.93,4.0
Valparaiso University,Yes,2075,1727,520,49.0,11800,87.0,14.2,23.0,9681.0,95,0.83,10.0
Vanderbilt University,Yes,7791,4690,1499,71.0,17865,93.0,5.8,26.0,23850.0,83,0.6,14.0
Vassar College,Yes,3550,1877,653,53.0,18920,90.0,9.7,39.0,17089.0,90,0.53,13.0
Villanova University,Yes,7759,5588,1477,30.0,15925,89.0,13.4,24.0,10458.0,96,0.72,8.0
Virginia Commonwealth University,No,4963,3497,1567,18.0,10217,81.0,8.7,11.0,11183.0,45,0.7,9.0
Virginia State University,No,2996,2440,704,2.0,5587,61.0,16.0,11.0,5733.0,31,0.81,2.0
Virginia Tech,No,15712,11719,4277,29.0,10260,85.0,13.8,20.0,8944.0,73,0.75,5.0
Virginia Union University,Yes,1847,1610,453,19.0,7384,51.0,13.7,8.0,6757.0,30,0.87,4.0
Virginia Wesleyan College,Yes,1470,900,287,20.0,10900,70.0,15.7,14.0,7804.0,68,0.61,6.0
Viterbo College,Yes,647,518,271,17.0,9140,51.0,10.7,31.0,8050.0,73,0.8,7.0
Voorhees College,Yes,1465,1006,188,10.0,4450,43.0,22.9,3.0,5861.0,58,0.69,2.0
Wabash College,Yes,800,623,256,41.0,12925,78.0,9.9,55.0,14904.0,72,0.78,12.0
Wagner College,Yes,1416,1015,417,10.0,13500,67.0,13.2,23.0,9006.0,75,0.72,6.0
Wake Forest University,Yes,5661,2392,903,75.0,13850,95.0,4.3,37.0,41766.0,89,0.42,15.0
Walsh University,Yes,1092,890,477,27.0,8670,42.0,11.3,33.0,5738.0,68,0.82,5.0
Warren Wilson College,Yes,440,311,112,25.0,10000,65.0,11.4,20.0,9430.0,63,0.71,7.0
Wartburg College,Yes,1231,1074,345,34.0,11600,66.0,12.4,37.0,7735.0,67,0.87,6.0
Washington and Jefferson College,Yes,1305,1100,334,42.0,16260,91.0,12.1,40.0,10162.0,86,0.84,10.0
Washington and Lee University,Yes,3315,1096,425,68.0,13750,81.0,9.6,45.0,15736.0,90,0.33,15.0
Washington College,Yes,1209,942,214,31.0,15276,79.0,11.2,37.0,10830.0,65,0.78,10.0
Washington State University,No,6540,5839,2440,31.0,8200,84.0,16.9,30.0,10912.0,56,0.89,5.0
Washington University,Yes,7654,5259,1254,62.0,18350,91.0,3.9,31.0,45702.0,90,0.69,14.0
Wayne State College,No,1373,1373,724,6.0,2700,60.0,20.3,29.0,4550.0,52,1.0,1.0
Waynesburg College,Yes,1190,978,324,12.0,8840,57.0,16.2,26.0,6563.0,63,0.82,5.0
Webber College,Yes,280,143,79,5.0,5590,53.0,15.1,4.0,4839.0,90,0.51,5.0
Webster University,Yes,665,462,226,17.0,9160,68.0,20.6,14.0,6951.0,48,0.69,6.0
Wellesley College,Yes,2895,1249,579,80.0,18345,94.0,10.6,51.0,21409.0,91,0.43,16.0
Wells College,Yes,318,240,130,40.0,14900,93.0,8.3,42.0,13935.0,69,0.75,14.0
Wentworth Institute of Technology,Yes,1480,1257,452,6.0,9850,10.0,15.4,8.0,17858.0,64,0.85,2.0
Wesley College,Yes,980,807,350,10.0,9890,52.0,14.4,15.0,6243.0,84,0.82,5.0
Wesleyan University,Yes,4772,1973,712,60.0,19130,90.0,12.1,39.0,16262.0,92,0.41,12.0
West Chester University of Penn.,No,6502,3539,1372,11.0,7844,76.0,15.3,16.0,6773.0,52,0.54,6.0
West Liberty State College,No,1164,1062,478,12.0,4470,33.0,16.3,10.0,4249.0,60,0.91,0.0
West Virginia Wesleyan College,Yes,1566,1400,483,28.0,14200,58.0,16.4,42.0,8080.0,67,0.89,6.0
Western Carolina University,No,3224,2519,1057,11.0,6390,67.0,14.6,9.0,6554.0,55,0.78,3.0
Western Maryland College,Yes,1205,984,278,31.0,14510,84.0,12.5,39.0,10026.0,60,0.82,9.0
Western Michigan University,No,9167,7191,2738,24.0,6940,80.0,24.7,11.0,5983.0,55,0.78,2.0
Western New England College,Yes,1650,1471,409,7.0,8994,74.0,15.4,15.0,8409.0,59,0.89,4.0
Western State College of Colorado,No,2702,1623,604,7.0,5918,76.0,19.4,4.0,4599.0,52,0.6,3.0
Western Washington University,No,5548,3563,1549,30.0,8124,83.0,22.7,10.0,7203.0,61,0.64,4.0
Westfield State College,No,3100,2150,825,3.0,5542,75.0,15.7,20.0,4222.0,65,0.69,4.0
Westminster College MO,Yes,662,553,184,20.0,10720,66.0,12.5,20.0,7925.0,62,0.84,6.0
Westminster College,Yes,996,866,377,29.0,12065,62.0,12.5,41.0,8596.0,80,0.87,7.0
Westminster College of Salt Lake City,Yes,917,720,213,21.0,8820,68.0,10.5,34.0,7170.0,50,0.79,8.0
Westmont College,No,950,713,351,42.0,14320,77.0,14.9,17.0,8837.0,87,0.75,8.0
Wheaton College IL,Yes,1432,920,548,56.0,11480,81.0,12.7,40.0,11916.0,85,0.64,12.0
Westminster College PA,Yes,1738,1373,417,21.0,18460,92.0,13.2,41.0,22704.0,71,0.79,12.0
Wheeling Jesuit College,Yes,903,755,213,15.0,10500,66.0,14.1,27.0,7494.0,72,0.84,6.0
Whitman College,Yes,1861,998,359,45.0,16670,80.0,10.5,51.0,13198.0,72,0.54,13.0
Whittier College,Yes,1681,1069,344,35.0,16249,84.0,13.6,29.0,11778.0,52,0.64,10.0
Whitworth College,Yes,1121,926,372,43.0,12660,80.0,16.9,20.0,8328.0,80,0.83,7.0
Widener University,Yes,2139,1492,502,24.0,12350,88.0,12.6,19.0,9603.0,63,0.7,8.0
Wilkes University,Yes,1631,1431,434,15.0,11150,78.0,13.3,24.0,8543.0,67,0.88,6.0
Willamette University,Yes,1658,1327,395,49.0,14800,91.0,13.3,37.0,10779.0,68,0.8,12.0
William Jewell College,Yes,663,547,315,32.0,10060,74.0,11.2,19.0,7885.0,59,0.83,7.0
William Woods University,Yes,469,435,227,17.0,10535,39.0,12.9,16.0,7438.0,52,0.93,5.0
Williams College,Yes,4186,1245,526,81.0,19629,94.0,9.0,64.0,22014.0,99,0.3,17.0
Wilson College,Yes,167,130,46,16.0,11428,67.0,8.3,43.0,10291.0,67,0.78,11.0
Wingate College,Yes,1239,1017,383,10.0,7820,69.0,13.9,8.0,7264.0,91,0.82,4.0
Winona State University,No,3325,2047,1301,20.0,4200,53.0,20.2,18.0,5318.0,58,0.62,3.0
Winthrop University,No,2320,1805,769,24.0,6400,71.0,12.8,26.0,6729.0,59,0.78,7.0
Wisconsin Lutheran College,Yes,152,128,75,17.0,9100,48.0,8.5,26.0,8960.0,50,0.84,7.0
Wittenberg University,Yes,1979,1739,575,42.0,15948,82.0,12.8,29.0,10414.0,78,0.88,9.0
Wofford College,Yes,1501,935,273,51.0,12680,91.0,15.3,42.0,7875.0,75,0.62,12.0
Worcester Polytechnic Institute,Yes,2768,2314,682,49.0,15884,92.0,15.2,34.0,10774.0,82,0.84,9.0
Worcester State College,No,2197,1515,543,4.0,6797,60.0,21.0,14.0,4469.0,40,0.69,3.0
Xavier University,Yes,1959,1805,695,24.0,11520,73.0,13.3,31.0,9189.0,83,0.92,6.0
Xavier University of Louisiana,Yes,2097,1915,695,34.0,6900,67.0,14.4,20.0,8323.0,49,0.91,4.0
Yale University,Yes,10705,2453,1317,95.0,19840,96.0,5.8,49.0,40386.0,99,0.23,16.0
York College of Pennsylvania,Yes,2989,1855,691,28.0,4990,75.0,18.1,28.0,4509.0,99,0.62,6.0
